EURO STOXX 50 Volatility Indices,,,,,,,,,
 ,VSTOXX,Sub-Index 1M,Sub-Index 2M,Sub-Index 3M,Sub-Index 6M,Sub-Index 9M,Sub-Index 12M,Sub-Index 18M,Sub-Index 24M
Date,V2TX,V6I1,V6I2,V6I3,V6I4,V6I5,V6I6,V6I7,V6I8
27.11.2002,34.6328,34.2772,35.0857,32.9932,35.3636,34.0061,32.8083,31.9939,30.8874
28.11.2002,34.2706,34.3414,34.1960,32.7334,35.0620,33.8815,32.5711,31.7486,30.7108
29.11.2002,35.8342,35.9171,35.7622,33.5019,35.9939,34.5022,33.1828,32.3547,30.9183
02.12.2002,36.7628,38.1978,36.0229,33.8510,36.1732,35.0578,33.5348,32.4436,31.4313
03.12.2002,39.7599,41.7363,38.9035,35.6380,38.1585,36.5821,34.6755,33.6068,32.2203
04.12.2002,39.4775,41.1103,38.8920,35.7529,38.2131,36.4037,34.6357,33.4688,32.1985
05.12.2002,42.4209,45.1342,41.6021,40.5643,40.2311,37.7423,36.0581,34.5703,33.1267
06.12.2002,42.7220,44.3614,42.3205,41.0835,40.5971,38.4015,36.1853,35.2457,33.3331
09.12.2002,47.1030,51.0425,46.5801,44.9324,43.5552,40.8743,37.9701,36.3870,33.9259
10.12.2002,45.2539,47.9315,44.9791,44.2172,42.7202,40.1254,37.4174,36.0373,33.7824
11.12.2002,43.5961,42.9975,43.6413,42.7916,41.9793,39.8084,37.0395,35.8119,34.1130
12.12.2002,44.3072,43.9117,44.3294,43.4025,43.0638,39.8098,37.5639,36.2041,34.1261
13.12.2002,44.6646,44.7993,44.6592,43.9892,43.6293,40.0592,37.8077,36.3774,34.3395
16.12.2002,42.4667,44.2818,42.4519,42.1003,42.4875,39.5385,37.0625,35.4906,33.8813
17.12.2002,42.6792,43.8761,42.6761,43.8783,43.4492,39.9378,37.6682,35.9650,34.3710
18.12.2002,45.5303,46.9642,45.5315,45.4475,45.3314,41.5639,38.7954,36.8851,35.0081
19.12.2002,50.5122,NA,50.6764,48.4297,48.0283,43.5474,40.3165,38.2166,35.8924
20.12.2002,47.9537,NA,47.9978,47.6658,48.1267,42.8278,40.4855,38.3411,36.0035
23.12.2002,46.6892,46.5577,46.9979,46.9615,42.7089,39.5796,37.6372,35.5224,34.9140
27.12.2002,50.2518,50.6388,49.8461,49.4970,43.4119,40.3537,38.4295,36.0470,35.6160
30.12.2002,51.2125,52.7413,50.2301,49.8374,44.1152,40.5994,38.3245,36.3056,35.0282
02.01.2003,46.5075,46.0551,46.6806,47.1470,42.2367,40.0335,37.9371,35.7341,34.3665
03.01.2003,45.3317,43.9610,45.7704,46.3477,41.7945,39.6899,37.7130,35.4951,34.3997
06.01.2003,44.5907,43.5325,44.7920,44.9727,41.6284,38.6477,37.1777,34.7034,34.0997
07.01.2003,44.8683,44.2180,44.9710,45.2897,41.5411,39.4818,37.3828,34.6740,34.1470
08.01.2003,45.7169,45.5771,45.7350,45.5489,41.3256,39.7129,38.9095,35.4666,34.6674
09.01.2003,43.9305,43.1196,44.0143,44.7032,41.3313,39.2958,37.9268,35.7952,34.4181
10.01.2003,41.4144,37.6411,41.7091,42.5996,40.4081,38.1614,36.8695,35.3246,34.5232
13.01.2003,40.5921,41.4130,40.5651,41.5931,39.5649,37.6989,36.6465,34.9927,34.2898
14.01.2003,39.8198,45.1856,39.6997,40.8443,39.2249,37.6131,36.2561,34.9185,34.3865
15.01.2003,39.6235,43.8393,39.5721,40.8299,39.4789,37.6914,36.6535,35.3893,34.6915
16.01.2003,38.3325,NA,38.9916,40.4558,39.2730,37.7426,36.6963,35.4390,34.8022
17.01.2003,41.4642,NA,41.9268,43.1978,40.8539,38.8045,37.9965,36.1673,35.6849
20.01.2003,43.5453,43.5641,43.7130,23.2513,41.3754,39.0327,37.8551,36.2116,35.5719
21.01.2003,45.9641,45.9429,45.5474,42.7480,42.2642,39.9723,38.7326,36.8134,36.0275
22.01.2003,48.8465,48.8698,47.3709,44.3212,43.4537,40.7704,39.1885,37.3388,36.3605
23.01.2003,47.5728,47.6346,46.8863,43.8288,43.1134,40.7395,39.1245,37.2232,36.5615
24.01.2003,47.1584,47.1579,47.1611,44.0158,43.4494,40.9729,39.4417,37.6220,36.6820
27.01.2003,53.1365,53.8312,51.6873,47.0671,46.2657,42.9811,41.2507,38.9775,38.0530
28.01.2003,52.4122,52.9311,51.5686,47.0826,46.3590,43.2644,41.8006,39.1790,38.1681
29.01.2003,51.2884,51.3607,51.1950,46.8334,45.9790,42.9168,41.3840,39.1210,38.2145
30.01.2003,47.1878,46.8228,47.5684,44.7535,44.3681,41.9263,40.3276,38.5319,37.6751
31.01.2003,44.3548,43.2757,45.2687,43.2391,43.0869,40.8373,39.6785,37.7890,36.7414
03.02.2003,42.5437,40.8997,43.3434,42.1947,41.7633,40.0192,38.7693,37.2900,36.0240
04.02.2003,47.2353,47.6985,47.0402,44.1909,44.3986,41.5600,40.3936,38.2078,37.5309
05.02.2003,45.2620,45.0016,45.3524,43.4655,42.9929,40.6653,39.9943,37.4818,37.1925
06.02.2003,46.8590,45.2307,47.3200,44.5073,44.3988,42.0869,40.4560,38.6152,37.6628
07.02.2003,46.4025,45.3416,46.6526,44.4829,44.2000,42.1353,40.8635,38.9266,37.9723
10.02.2003,45.7916,45.9924,45.7661,44.1820,43.8939,41.9274,40.7253,38.8439,37.9237
11.02.2003,43.2461,43.0115,43.2694,41.7444,41.7244,40.0959,39.3070,37.5342,36.6369
12.02.2003,44.3671,44.8334,44.3314,42.8427,42.4402,40.9021,39.9100,37.8391,36.8474
13.02.2003,44.4014,46.1046,44.3034,45.2946,42.2839,40.3703,39.4882,37.9079,37.1146
14.02.2003,42.5346,44.9049,42.4371,42.7092,41.2699,39.6099,38.6943,37.3472,36.6944
17.02.2003,41.9179,46.8581,41.8760,41.4347,40.5125,39.2968,38.4294,37.0389,36.5433
18.02.2003,40.3142,44.4775,40.3031,40.2282,39.4339,38.2931,37.4570,36.4629,35.9528
19.02.2003,41.2950,52.4119,41.2949,41.3042,39.9685,38.7422,37.8672,36.7356,36.2678
20.02.2003,41.7054,NA,41.7397,41.3326,40.2573,38.9619,38.1019,36.8515,36.4367
21.02.2003,40.6862,NA,40.7272,40.4542,39.5769,38.4949,37.6293,36.5657,36.1330
24.02.2003,44.6552,45.0712,43.8147,37.1238,41.7862,40.2974,38.8597,37.2825,36.8687
25.02.2003,49.3281,50.5493,47.3587,42.5400,44.1076,41.5572,40.2706,38.5775,37.9523
26.02.2003,48.1083,49.0529,46.8996,42.0063,43.9306,41.3155,39.9076,38.2207,37.6550
27.02.2003,46.7058,47.4584,45.9268,41.6829,43.1874,41.1066,39.9418,38.0240,37.3297
28.02.2003,44.4992,44.9767,44.0955,40.5890,42.1530,40.2103,39.0890,37.5631,36.8010
03.03.2003,43.9076,44.7786,43.4839,40.2476,41.6037,39.8009,38.6074,37.2058,36.6095
04.03.2003,44.6128,45.3896,44.2992,40.6820,42.2330,40.1403,38.9795,37.4496,36.8480
05.03.2003,43.6487,44.6081,43.3265,40.5082,41.8366,39.7814,38.9397,37.5502,36.9502
06.03.2003,43.8517,45.0244,43.5257,39.9887,41.6757,39.9225,38.8551,37.1620,36.6460
07.03.2003,45.0051,46.8338,44.5849,40.5872,42.5642,40.4136,39.3200,37.4814,36.5433
10.03.2003,47.1662,50.2587,46.7967,40.9198,43.6920,41.2876,39.9342,38.0556,37.4665
11.03.2003,45.2357,46.5801,45.1142,41.8403,42.9567,40.6228,39.3245,37.5503,37.0133
12.03.2003,50.0434,60.6453,49.2557,43.5439,45.4528,42.0914,40.4701,38.2983,37.7234
13.03.2003,45.9769,52.1910,45.6576,42.5126,42.5065,40.1397,38.8064,37.0326,36.4578
14.03.2003,46.9511,55.8579,46.6326,42.3881,41.7713,39.3504,38.0638,36.3306,35.8401
17.03.2003,50.3308,74.1526,50.2246,43.6718,42.8739,40.1113,38.6065,36.4479,35.6836
18.03.2003,52.2337,75.2780,52.3282,45.8247,44.7048,40.5993,39.0342,36.5693,36.2618
19.03.2003,52.8761,75.9334,53.4130,46.4086,45.2251,40.6390,38.8651,36.4488,36.1867
20.03.2003,50.4540,NA,51.2466,45.5201,43.7425,40.0410,38.7013,36.2254,35.9993
21.03.2003,45.8393,NA,46.7220,42.2877,41.0871,38.2128,37.3505,35.1715,34.9148
24.03.2003,50.1493,52.1477,46.6726,45.4229,41.7351,39.8227,15.3233,36.8463,36.2660
25.03.2003,49.7392,52.0337,46.5260,45.5316,41.3417,39.4616,27.9711,36.6961,36.7274
26.03.2003,48.0592,50.0845,45.7662,44.6410,40.7686,39.0479,37.6586,36.5205,35.9377
27.03.2003,46.6106,48.1560,45.1843,44.0099,40.7404,38.9184,37.4217,36.5071,35.9516
28.03.2003,45.9018,47.2552,44.8686,43.7880,40.4321,38.6832,37.1935,36.2990,35.7603
31.03.2003,48.2735,51.6050,46.7438,45.5698,41.5501,39.7955,37.3089,37.1956,36.4108
01.04.2003,46.7424,49.8034,45.5718,44.5139,40.7324,39.1522,36.9515,37.0144,36.2223
02.04.2003,45.0252,48.5520,43.8927,42.8473,39.6790,37.9668,36.1616,36.0963,35.4946
03.04.2003,45.6902,49.8317,44.5799,43.1649,40.0419,38.1932,36.2837,36.2475,35.6019
04.04.2003,43.9755,47.6606,43.1661,42.2021,39.3036,37.5470,35.8819,35.7552,35.2736
07.04.2003,41.4309,47.9800,40.6514,39.9452,37.5943,36.0453,34.7432,34.5985,33.9979
08.04.2003,40.5902,44.9800,40.1950,39.4034,37.2487,35.8334,34.5488,34.4714,33.8784
09.04.2003,39.2142,43.3718,38.9313,38.1885,36.2612,35.0927,33.9967,33.9601,33.3946
10.04.2003,38.4461,44.1374,38.1576,37.9190,35.9213,34.7273,33.6146,34.0880,33.5097
11.04.2003,37.4965,38.9978,37.4464,36.9351,35.3502,34.3046,33.3676,33.3681,33.0234
14.04.2003,34.8070,46.1003,34.7325,34.6525,33.6873,33.2610,32.6418,32.7103,32.6167
15.04.2003,32.9605,42.7351,32.9429,33.1105,32.3964,32.2269,31.6588,31.5211,31.8824
16.04.2003,32.7572,NA,32.7459,33.5385,32.8135,32.4498,31.8074,31.6331,31.5550
17.04.2003,32.6018,NA,32.5741,32.9436,32.6963,32.5861,31.5317,31.5691,31.4670
22.04.2003,33.1314,33.0027,33.3704,21.1583,32.8281,32.4371,31.3260,31.4135,31.2787
23.04.2003,32.1561,31.7746,32.7253,31.4758,32.3685,31.9372,31.0495,31.0353,31.0531
24.04.2003,32.4102,32.1391,32.7452,31.3464,32.2693,31.7578,30.8741,30.9230,31.0363
25.04.2003,33.2202,33.4024,33.0296,31.5239,32.7343,32.2665,31.2889,31.3897,31.3606
28.04.2003,32.1108,32.3898,31.9347,30.7205,31.5342,31.4748,30.9631,31.1595,31.2713
29.04.2003,32.5522,33.3325,32.1284,30.1584,31.5763,31.5484,30.9074,30.8424,30.9711
30.04.2003,31.7994,32.1756,31.6273,30.4900,31.0950,31.0570,30.4513,30.5265,30.7674
02.05.2003,31.7165,31.9253,31.6480,30.4385,31.2679,30.9380,30.4022,30.4151,30.7756
05.05.2003,31.0244,32.6824,30.6941,29.8475,30.6492,30.2878,30.1350,30.1113,30.2168
06.05.2003,30.0871,31.1720,29.9106,29.2004,29.7470,29.5806,29.3404,29.8398,29.9709
07.05.2003,30.6431,32.6970,30.3659,29.2644,30.0192,29.8255,29.5330,30.0181,30.5420
08.05.2003,34.0207,36.7964,33.7178,31.2818,31.3765,30.5365,29.9625,30.2536,31.1540
09.05.2003,32.8871,33.9418,32.7990,30.9711,30.9090,30.3473,29.6615,29.8433,30.7179
12.05.2003,33.2662,39.0380,33.0615,31.1601,31.2250,30.5991,29.7891,29.8242,29.7285
13.05.2003,32.6453,40.4121,32.4628,30.6345,30.7025,29.9560,29.7658,29.7815,29.6508
14.05.2003,31.2343,41.5371,31.0953,30.0356,30.2693,29.6074,29.2751,29.2187,29.1805
15.05.2003,29.3191,NA,29.0595,28.4582,28.6410,28.4753,28.0817,27.8148,27.7413
16.05.2003,28.6410,NA,28.3357,27.4612,27.4734,27.6914,27.2380,26.9701,27.1632
19.05.2003,34.7781,34.3719,30.9603,25.5301,30.6472,29.6820,28.5632,28.4205,28.4606
20.05.2003,34.8366,34.7316,32.7250,28.7488,31.3303,30.2563,29.0921,28.9049,28.9028
21.05.2003,36.1986,36.2317,34.0662,29.6019,32.8494,31.1872,29.9200,29.5577,29.3046
22.05.2003,33.2819,33.3855,32.1164,30.5079,31.0155,29.9260,29.2842,28.9169,28.5452
23.05.2003,33.5350,33.7826,32.0726,30.8296,30.7853,29.8918,28.8737,28.7296,28.6633
26.05.2003,32.8766,33.2832,32.0293,30.9094,30.8011,29.8294,28.9105,28.7705,28.7054
27.05.2003,32.0214,32.2736,31.6125,30.9663,30.9927,30.0389,28.9722,28.5468,28.4185
28.05.2003,30.7929,30.6931,30.9209,29.5200,29.5732,28.7901,28.7504,28.3499,28.1453
29.05.2003,30.4927,30.6741,30.3009,29.6371,29.6718,28.9245,28.8592,28.4457,28.2702
30.05.2003,28.5449,28.0388,28.9762,28.1734,28.7820,28.3048,27.7172,27.7221,27.5788
02.06.2003,28.5451,28.8258,28.4035,27.5258,28.2497,27.6378,27.0596,27.3012,27.4307
03.06.2003,30.9219,32.1404,30.3978,29.0673,29.5040,28.7099,27.9962,28.0908,27.1745
04.06.2003,29.4060,31.4576,28.6561,28.4073,28.5596,27.8661,27.3274,27.6064,27.6437
05.06.2003,30.7454,32.2153,30.3064,29.4909,29.2523,28.4376,27.9113,27.9718,27.7964
06.06.2003,28.3827,29.7910,28.0355,27.6613,27.6634,27.9451,26.5431,27.2616,27.5981
09.06.2003,29.6591,32.6358,29.2603,28.1911,28.1814,28.3047,27.1638,27.3115,27.4730
10.06.2003,28.0258,29.6050,27.8640,27.4299,27.3851,27.7555,26.7810,27.0617,26.8017
11.06.2003,26.9417,28.4625,26.8224,26.1790,26.3714,26.8864,26.0344,26.0348,27.9725
12.06.2003,26.4925,29.7907,26.2942,26.3778,26.6711,26.9836,25.9312,26.0352,25.5730
13.06.2003,27.5091,30.8855,27.3655,27.1758,27.1609,27.2915,26.2452,26.3221,26.0212
16.06.2003,26.2888,33.8633,26.2193,25.8656,26.2345,26.4777,26.0157,26.1101,26.0070
17.06.2003,27.2542,36.8539,27.2254,26.8362,26.8712,26.7225,26.2487,26.1929,26.2533
18.06.2003,26.9091,38.4662,26.9095,26.8854,26.9187,26.8152,26.3252,26.1560,26.2228
19.06.2003,27.2128,NA,27.1861,27.5061,27.2841,27.4053,26.9426,26.9114,26.9362
20.06.2003,26.1244,NA,26.0872,26.3380,26.7677,27.1115,26.7064,26.6670,26.5539
23.06.2003,27.3781,27.2218,27.6950,27.6779,27.8010,27.2346,27.1562,27.0770,26.4126
24.06.2003,28.1487,28.2105,28.0492,28.0246,28.0060,27.3490,27.3422,27.1462,26.5408
25.06.2003,27.9365,28.1544,27.6532,27.9648,28.0208,27.2583,27.2576,27.1014,26.4443
26.06.2003,26.7974,26.7565,26.8403,27.1492,27.2359,26.9587,26.8943,26.8079,26.1848
27.06.2003,26.5925,26.5929,26.5922,26.8545,27.2414,26.8515,26.7906,26.7226,26.1423
30.06.2003,27.5266,28.1325,27.2182,27.1761,27.5710,26.9506,26.8964,26.8134,26.2081
01.07.2003,29.6345,30.4767,29.2750,28.7496,28.8355,27.9617,27.2869,27.1922,26.4965
02.07.2003,27.5583,27.8813,27.4448,27.3591,27.5604,27.0666,26.8236,26.7844,26.1796
03.07.2003,28.1493,28.6794,27.9940,27.9925,27.9048,27.2572,26.9515,26.8301,26.1968
04.07.2003,27.1119,28.0244,26.8892,27.1558,27.5423,26.9226,26.7284,26.6266,26.0957
07.07.2003,25.8141,26.5057,25.7252,26.0667,26.1859,25.9856,25.7972,26.0064,25.6824
08.07.2003,26.2700,28.4843,26.0397,26.6493,26.7032,26.3462,25.8638,26.0649,25.7844
09.07.2003,26.3162,28.2788,26.1609,26.5896,26.6949,26.4991,26.1583,26.1597,25.7136
10.07.2003,26.8356,29.1520,26.6989,27.1342,27.0625,26.7966,26.4926,26.4480,25.8506
11.07.2003,25.9483,27.1229,25.9003,26.2838,26.4623,26.2118,25.9769,26.0421,25.6991
14.07.2003,25.7826,32.1955,25.7247,25.9349,26.0581,25.6993,25.6819,25.7102,25.4718
15.07.2003,26.1626,33.4167,26.1416,26.2822,26.5161,25.9130,25.8764,25.8525,25.5832
16.07.2003,25.9619,33.5726,25.9535,26.5425,26.6755,26.3168,25.9513,25.7834,25.4574
17.07.2003,28.6285,NA,28.6642,28.1828,28.2798,27.2818,27.1073,26.7053,25.6953
18.07.2003,28.1497,NA,28.2434,27.5322,27.8475,27.0299,26.6200,26.4940,25.5694
21.07.2003,29.2513,29.2534,29.2465,24.2785,28.3081,27.6125,27.3188,26.8824,25.8215
22.07.2003,28.0752,28.1066,28.0164,25.9988,27.8731,27.2812,27.0528,26.7447,25.6424
23.07.2003,27.3724,27.1564,27.6963,25.8291,27.8517,27.2215,27.0011,26.7414,25.5289
24.07.2003,25.6581,25.3010,26.0969,25.0670,26.8810,26.4221,26.2386,26.2866,25.3054
25.07.2003,25.7282,25.1608,26.3054,24.9922,26.9564,26.2884,26.1735,26.2281,25.3185
28.07.2003,25.7187,25.2179,26.0278,24.7363,26.6585,26.1463,26.0282,26.1231,25.2568
29.07.2003,25.8016,25.8831,25.7580,24.9205,26.6328,25.9578,26.0715,25.9758,25.3062
30.07.2003,25.3825,25.1867,25.4708,24.8477,26.4416,25.8272,25.7657,25.8706,25.2122
31.07.2003,24.5429,24.2530,24.6537,24.3616,25.4799,25.1306,25.2340,25.3276,24.8064
01.08.2003,25.3035,25.0067,25.3996,24.6407,26.1832,25.4849,25.4944,25.5774,24.7317
04.08.2003,27.3256,28.8494,27.0216,25.0896,26.4977,25.8491,25.9912,25.6626,24.8398
05.08.2003,26.6219,27.9555,26.4032,25.3020,26.5101,25.8069,25.6802,25.3588,24.7446
06.08.2003,29.2786,30.8453,29.0688,28.5038,28.2929,27.1394,27.1960,25.9605,25.7069
07.08.2003,29.9674,31.3383,29.8207,29.4839,29.0533,27.3553,27.2615,26.1855,25.7568
08.08.2003,28.7576,29.2763,28.7145,28.4544,28.4149,27.0087,26.9487,26.1724,25.9480
11.08.2003,27.9171,30.9197,27.8140,28.0918,27.6986,26.8163,26.7732,26.0940,25.6815
12.08.2003,26.8908,30.3081,26.8146,27.1192,27.3524,26.5990,26.4439,26.2032,25.5876
13.08.2003,26.7891,32.9517,26.7096,27.1699,27.2955,26.5972,26.4787,26.2204,25.5669
14.08.2003,24.6277,NA,25.0151,25.8778,26.5746,26.1125,26.1214,25.9327,25.2148
15.08.2003,24.5150,NA,24.8267,25.6810,26.4534,26.2451,26.1215,25.9215,25.2209
18.08.2003,24.1254,24.2325,25.0662,22.3019,25.8381,25.9430,26.0284,25.9660,25.1495
19.08.2003,24.3390,24.3697,24.9331,22.3314,25.6714,25.8752,25.8563,25.7822,25.1254
20.08.2003,24.2803,24.2665,25.1254,22.3936,25.9268,25.9530,26.1022,26.0286,25.1226
21.08.2003,23.5136,23.4122,24.6050,22.0444,25.4868,25.5675,25.7819,25.5496,25.0001
22.08.2003,23.8211,23.6689,24.6792,22.1356,25.3736,25.7586,25.7232,25.7984,25.0250
25.08.2003,24.8533,24.6000,25.3630,24.8178,25.8081,25.8626,25.8835,25.8989,25.0998
26.08.2003,26.4876,26.3464,26.7126,25.5793,26.7027,26.6994,26.2670,26.4049,25.4309
27.08.2003,25.3343,25.2060,25.4988,25.5697,26.0644,26.0851,35.4703,25.3874,25.5546
28.08.2003,24.5186,24.2104,24.8383,24.9958,25.7817,25.7457,25.4515,25.6022,25.3604
29.08.2003,24.6592,24.2614,24.9986,24.9109,25.8658,25.8416,25.6475,25.5293,25.4223
01.09.2003,24.7087,24.9944,24.5644,24.3731,25.5813,25.6623,25.7382,25.4492,25.1368
02.09.2003,26.0787,26.5100,25.8962,25.8056,26.4004,26.1177,26.2683,25.7874,25.5019
03.09.2003,25.7759,25.7015,25.8018,25.4856,26.2584,26.1561,26.2363,25.5807,25.3137
04.09.2003,25.2060,24.8725,25.3017,25.3829,26.0194,26.0738,26.0556,25.9981,25.3115
05.09.2003,25.1135,24.1118,25.3471,25.4033,26.0068,26.1758,26.3132,26.1986,25.8865
08.09.2003,24.8887,24.4129,24.9484,25.1209,25.7318,25.9447,26.2117,25.9841,25.6387
09.09.2003,25.9101,26.2427,25.8769,26.0378,26.5902,26.4521,26.4699,26.3269,25.7429
10.09.2003,26.9681,27.8053,26.9034,26.8095,27.2011,26.9653,26.8595,26.6252,25.9640
11.09.2003,26.4805,27.1889,26.4399,26.5617,27.0821,27.0106,26.7426,26.4202,25.9138
12.09.2003,27.6603,29.4573,27.5860,27.5386,27.9940,27.8789,27.5207,26.7454,26.1440
15.09.2003,26.5884,29.7012,26.5620,26.9654,27.2349,27.3758,27.3449,26.7952,26.2357
16.09.2003,24.5871,25.7228,24.5842,25.3139,25.9687,26.4880,26.6338,26.5547,26.0680
17.09.2003,24.0362,26.8608,24.0213,25.0585,25.6394,26.2081,26.3823,26.0916,25.7715
18.09.2003,22.9601,NA,22.8520,24.2595,24.7131,25.5880,25.8229,25.5452,25.9294
19.09.2003,23.9923,NA,23.8581,24.8472,25.2712,25.8527,26.0294,25.9525,25.6667
22.09.2003,28.8897,29.1742,28.2073,28.2582,27.9254,27.6820,11.9896,27.1730,26.6963
23.09.2003,29.8322,30.2168,29.1002,29.1465,28.4761,28.0212,26.1631,27.4459,26.8623
24.09.2003,30.5514,31.0807,29.7319,29.6762,28.7886,28.3033,26.3104,27.7229,26.8583
25.09.2003,32.1337,33.1037,30.8809,30.6406,29.4118,28.8115,26.3573,27.9358,27.2152
26.09.2003,32.3831,33.1954,31.5162,30.9644,29.5256,28.9966,26.4561,28.0877,27.3291
29.09.2003,32.2926,33.8974,31.2443,30.6127,29.0941,28.9845,26.4662,28.1334,27.3736
30.09.2003,33.4991,35.4785,32.3944,31.7245,29.9815,29.7544,28.1776,28.7262,27.6102
01.10.2003,31.5937,31.9802,31.4168,30.4870,29.1223,29.0486,28.3095,28.3468,27.2823
02.10.2003,30.8492,32.4431,30.2127,30.0421,29.1842,28.8393,28.4401,28.1271,27.4152
03.10.2003,28.0837,28.4390,27.9667,27.5842,27.9861,27.7674,27.5987,27.2306,26.8603
06.10.2003,29.4751,31.2439,29.1214,28.6700,28.1018,27.7925,27.5513,27.3556,26.8444
07.10.2003,31.0442,33.4022,30.6517,30.2649,29.0713,28.6355,28.2231,27.8921,27.0850
08.10.2003,29.5022,30.6696,29.3470,29.2652,28.5244,28.2439,27.8250,27.6662,27.0578
09.10.2003,27.0613,26.9455,27.0733,27.4402,27.4233,27.4199,27.1171,26.9727,26.5340
10.10.2003,27.0361,26.2365,27.1007,27.4528,27.4367,27.4338,27.2625,27.0259,26.5071
13.10.2003,26.5812,28.9068,26.5022,26.7761,26.8385,26.8492,26.6581,26.5183,26.2878
14.10.2003,26.9747,30.3727,26.8989,27.1089,27.1711,27.0749,26.9494,26.7124,26.4589
15.10.2003,26.7421,33.0769,26.6601,27.0611,27.1547,27.0938,26.8604,26.6432,26.2431
16.10.2003,25.3569,NA,25.6307,26.2449,26.6442,26.7933,26.6509,26.4045,26.1967
17.10.2003,25.9474,NA,26.1690,26.7810,26.9089,26.9028,26.9380,26.6181,26.2217
20.10.2003,24.7894,24.9027,25.7839,22.1733,26.0649,26.3881,26.4402,26.2957,26.2351
21.10.2003,24.6071,24.6301,25.0525,24.5788,25.5332,25.7807,25.7623,25.6826,25.5902
22.10.2003,27.7612,27.7650,27.5216,26.2499,26.9610,26.9125,26.7813,26.6224,26.3246
23.10.2003,26.8590,26.8667,26.7738,26.0043,26.7512,26.8151,26.6733,26.4785,26.2617
24.10.2003,26.0299,25.9282,26.6078,25.8353,26.6102,26.6864,26.5990,26.4221,26.1824
27.10.2003,25.3192,25.1421,25.6776,24.9310,25.8521,26.1285,26.0515,26.0450,25.8444
28.10.2003,23.9806,23.6859,24.4461,24.0737,25.1596,25.5846,25.6630,25.6643,25.4559
29.10.2003,24.4313,24.1598,24.7769,24.3079,25.2547,25.7245,25.6839,25.6654,25.4905
30.10.2003,23.0414,22.8677,23.2226,23.1771,24.2495,24.9142,25.1122,25.2530,25.2261
31.10.2003,22.5193,22.0615,22.9085,22.3302,23.7111,24.3904,24.6689,24.7382,24.6881
03.11.2003,21.7515,21.8044,21.7250,21.2922,22.7901,23.7050,24.1198,23.7558,24.4299
04.11.2003,22.7830,23.3003,22.5631,21.6662,22.9440,23.5717,24.0113,24.1703,24.3692
05.11.2003,22.6865,22.9667,22.5879,21.7492,23.2244,23.9028,24.1546,24.1116,24.4497
06.11.2003,21.6493,22.0133,21.5427,20.9992,22.5328,23.5374,23.6402,23.9645,24.1811
07.11.2003,22.4927,22.0756,22.5912,21.9580,23.1383,23.8037,23.9000,24.0756,24.1723
10.11.2003,22.6753,22.6209,22.6821,22.1071,23.1260,23.8780,23.9296,24.2010,24.2608
11.11.2003,22.8323,22.8348,22.8320,22.0594,23.1353,23.8492,24.0293,24.2150,24.3018
12.11.2003,22.0237,21.3853,22.0715,21.5083,22.6252,23.4521,23.8566,24.1473,24.0467
13.11.2003,22.3355,22.0214,22.3530,21.7352,23.0084,23.7648,23.9920,24.3352,24.3260
14.11.2003,22.5635,21.8189,22.5928,21.9282,23.0252,23.8489,24.0274,24.0499,23.9887
17.11.2003,26.8332,31.1927,26.7954,25.0134,25.3432,25.2855,24.9922,25.2438,24.8677
18.11.2003,29.1980,33.9881,29.1848,25.7930,26.2084,26.1728,25.4555,25.6114,24.6121
19.11.2003,27.9205,33.6485,27.9506,25.9769,26.1943,26.0967,26.0584,25.9121,25.4119
20.11.2003,29.0138,NA,29.2141,26.7037,26.3176,26.2737,26.2415,26.1168,25.4342
21.11.2003,27.2351,NA,27.4035,26.2443,26.0786,25.8426,25.8678,25.8278,25.1851
24.11.2003,23.3581,23.1293,23.8189,21.5902,24.5006,24.7617,25.1787,25.2952,25.1816
25.11.2003,22.8032,22.5582,23.1910,24.0282,24.4903,24.9787,24.8948,25.0569,24.7394
26.11.2003,23.2061,23.0585,23.3950,24.1045,24.5494,24.9526,24.8052,25.0572,24.7867
27.11.2003,22.2317,22.0548,22.4160,23.3208,23.9850,24.4772,24.6766,24.7392,24.7019
28.11.2003,22.0766,21.6359,22.4514,23.3573,24.0409,24.4072,24.4451,24.7407,24.8342
01.12.2003,22.9374,22.6489,23.0806,23.7613,24.0233,24.3623,24.6072,24.6436,24.4182
02.12.2003,22.4646,21.7039,22.7752,23.5492,23.7503,24.1395,24.5142,24.5605,24.6968
03.12.2003,20.9778,20.1212,21.2684,22.3504,22.7740,23.5498,23.8227,24.0170,23.9727
04.12.2003,20.9537,20.0143,21.2180,22.5679,22.9979,23.5910,23.8618,24.0984,24.0697
05.12.2003,20.7298,19.1930,21.0806,22.5441,22.9949,23.6978,23.9318,24.1703,24.0902
08.12.2003,21.4049,20.5677,21.5087,23.0536,23.3357,23.7995,24.1460,24.1802,23.8359
09.12.2003,20.6261,20.1127,20.6764,22.4856,22.9658,23.6538,23.8118,24.1235,23.6119
10.12.2003,20.9223,20.6484,20.9430,22.7738,23.2641,24.1233,24.2525,24.1617,23.8701
11.12.2003,20.1148,19.1622,20.1672,22.4044,22.9345,23.6349,24.1092,24.1187,24.0602
12.12.2003,20.9483,20.3230,20.9730,23.2186,23.6074,24.0889,24.2325,24.4813,24.0686
15.12.2003,20.7660,22.9707,20.7473,22.5335,23.2821,23.9200,24.1072,24.1070,24.0204
